botanical_name
Bauhinia acuminata
Bauhinia blakeana
Bauhinia purpurea
Bauhinia variegata
Bauhinia variegata var candida
Bauhinia variegata var.  candida
Bauhinia variegata var. candida
Bauhinia x blakeana
Bauhiniax blakeana
Eucalyptus camaldulensis
Eucalyptus citriodora
Eucalyptus citriodora / Corymbia citriodora
Eucalyptus exserta
Eucalyptus maculata
Eucalyptus robusta
Eucalyptus saligna
Eucalyptus tereticornis
Eucalyptus torelliana
Eucalyptus urophylla
